month,year,review_title,departure_city,arrival_city,review_comment,seat_comfort,food_and_beverages,inflight_entertainment,value_for_money,customer_service,source
Oct,2015.0,Value for money,Mombasa,Addis Ababa Africa Economy,It was my first time with Ethiopian airline and it was so comfortable. i loved the crew on board were happy and helpful. i do recommend the airline taking their routes,4.0,4.0,5.0,3.0,4.0,TripAdvisor
Oct,2015.0,"BEST AIRLINE FOR COMFORT, QUALITY SERVICES AND VALUE..",Nairobi,Lome Africa Economy,"I thought travel was just any other on 'to do things' but this changed with the experience on Ethiopian Airlines. The reception highly and warmly welcoming, the travel instructions well communicated, the take-off very smooth, meals on the way delicious and the journey was the best experience i have ever had. I could not wait longer to enroll for Sheba miles- whose updates i get up to now. This is a MUST travel in Airline for comfort, value and all fun. My boyfriend has never forgiven me for leaving him behind on this trip.",4.0,5.0,5.0,5.0,5.0,TripAdvisor
Oct,2015.0,Fantastic Trip,Johannesburg,Washington DC International Business Class,"When traveling on an international flight with an international airline, one never knows what you will get. We were fortunate enough to fly a Ethiopian Airlines. Now, I will acknowledge that traveling in their equivalent of First Class (Business) makes things a great deal better but I cannot speak highly enough of the friendliness of the staff, the comfort of the long (13 or more hours) flight and how great the food selection and quality were. From check-in all the way until we reached our various destinations, this airline did nothing but take good care of us. Would not hesitate to fly with them again.",3.0,5.0,5.0,5.0,5.0,TripAdvisor
Oct,2015.0,"Planes were great, service was ok",Addis Ababa,Nairobi Africa Business Class,"My wife and I have taken a couple of flights with Ethiopian Airlines and although the flights were without incident we were not treated very well by some of the staff. For some reason the head flight attendant was not a fan of my wife and I. We were specifically singled out by her as she had staff ask us multiple times for our tickets to prove that we were supposed to sit in Business Class and then when we were to disembark she told us that Business Class gets to exit first and she blocked us. We were on our third leg of a very long couple of travel days and we were not enthused, especially after paying for Business. While we would fly them again if we had to we would not be in a rush.",3.0,1.0,4.0,3.0,4.0,TripAdvisor
Oct,2015.0,3rd World Country with a 1st World Airline.,Washington DC,Kilimanjaro National Park International Economy,"I was highly impressed by Ethiopian Airlines. They were friendly, professional, and made a long, long flight bearable. Sure, in first and business class a long international flight is pretty comfortable. I have flown first class to Paris from USA on American Airlines and that was ridiculous compared to all my other international flights in economy. Now, I am still so grateful in economy class. I can fly 1/2 way around the world in hours, that is a pretty awesome trade for lack of sleep, cramped seating, and bathrooms that make most European bathrooms look like luxury suites. I have had many shorter flights within the USA that were far more unpleasant than my 18 hour flight to Africa. Again, the flight attendants were nice, attentive. The plane was safe, and didn't break down. Should we really be much more demanding than that? I would fly them again without a second thought.",4.0,4.0,5.0,5.0,3.0,TripAdvisor
Oct,2015.0,HAPPILY...Ethiopian Airlines Exceeded Expectations,Washington DC,Addis Ababa International Economy,"We were a group from Rotary International on a humanitarian mission to Ethiopia. The trip was very long, the seats were not terribly comfortable, but the service was surprisingly good. We were very grateful to the Airlines because our dozen travelers had 50% more baggage (containing medical supplies) than was normally allowable without extra baggage charges. Ethiopian did not charge us the extra baggage fees, and we were extremely grateful. THANK YOU, Ethiopian Airlines!",3.0,4.0,3.0,4.0,3.0,TripAdvisor
Oct,2015.0,Baggage Surcharge and No customer service (or response),Vienna,Johannesburg International Economy,"Their website was completely unclear in terms of baggage restrictions or weight requirements. I was charged a surcharge at Vienna Airport. When querying this after returning home, there was absolutely NO RESPONSE and numerous follow ups hardly helped at all. POOR CUSTOMER SERVICE AND LIAISON",3.0,2.0,3.0,2.0,3.0,TripAdvisor
Oct,2015.0,VERY BAD EXPERIENCE,New Delhi,Buenos Aires International Economy,"i advice all my friends dont travels Ethiopian Airlines in Delhi and Mumbai airport handling staff very bad, they dint have experience about how to handle passengers even city office very bad.. if you have return ticket they block you ticket you canto cancel and take refund if you prog postpone etc. very bad experience staff very bad in Delhi Airport and city office",3.0,1.0,2.0,3.0,2.0,TripAdvisor
Oct,2015.0,Fly Ethiopian Airlines with colours,Dubai,Yaounde International Economy,I had to attend a conference in Cameroon. normally I travel with Emirates Airlines. But they do not have direct flight but with connection with other airlines where the cost of the ticket is too high. hence chooses this airlines. Lucky I did that everything went on well and feel comfort and happy,3.0,3.0,4.0,3.0,3.0,TripAdvisor
Nov,2015.0,far from its competitors,Juba,Rome,"Juba to Rome via Addis Ababa with Ethiopian Airlines. Check-in is always a chaotic experience. Addis Ababa airport looks nice from outside but is a disaster inside, with outdated lounges, filthy restaurants, old shops and dirty toilets. Boeing 787s already look worn and on most planes, the touch screen IFEs do not work well. During the late evening rush hour, flights get delayed. Ethiopian Airlines does not offer a choice of meal on its Addis-Europe flights, hence you only get a hot snack on the 5.30 hour flight between Addis and Rome. How can one think of this as a medium-haul flight? Ethiopian Airlines is still very far from its competitors in terms of service quality and consistency.",2.0,1.0,1.0,1.0,2.0,AirlineQuality
Nov,2015.0,is just about average,Johannesburg,Dublin,"Dublin to Johannesburg via Addis Ababa return. Everything about Ethiopian Airlines is just about average. Do not have any high expectations for the in flight service of food and entertainment, seats are uncomfortable, toilets are not cleaned, I noticed this on all my 4 flights throughout my trip. The planes are not clean, although the Boeing 787's are relatively new. My biggest issue was at the airport on my way home transiting through Addis Ababa. The airline would allow me to carry three duty free bottles of alcohol that I had bought onboard the plane, one I had bought in Addis Ababa and the others in Johannesburg, in an airport secure bag used for transit, I was forced to check them on with cargo and all smashed of course when I collected at the other end. The staff were rude and unhelpful and could not give an explanation as to why I could not carry these - I've travelled a lot and never had this issue. I emailed the airline to three different emails and have not received any reply at all. I will not fly with this airline again, alothough a little cheaper than others, I would sacrifice some extra money to fly an alternative route.",2.0,2.0,3.0,2.0,2.0,AirlineQuality
